Case study,It.,Kappa,KSIM,Natural areas,Arable land,Permanent crops,Pastures,Agricultural areas,Residential,Industry & commerce,Recreation areas,Forest,Road & rail,Seaports,Airports,Mine & dump sites,Fresh water,Marine water
Berlin,0,0.96466031421520504,0.0070459696051641671,0.47644295529447989,0.72239564476221063,0.70311345998648411,0.68917252273477592,0.60268055575939217,0.69537177650176429,0.63982911021861144,0.63890327133276903,0.75845745064552039,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,1,0.96475428002222263,0.0092336126399107151,0.4840799300146576,0.72214094888605596,0.70311345998648411,0.68939640807254199,0.60488543613808587,0.69537177650176429,0.64164611582849507,0.63455270833677824,0.75841695734303005,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,2,0.96473719533003799,0.0098408069037514805,0.47156377700103297,0.7226927899510579,0.70311345998648411,0.6892471511806979,0.60753129259251837,0.69518244883023017,0.64083855777965792,0.64107855283076431,0.75840345957553335,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,3,0.96464322952302006,0.0090157044380070259,0.47538226436112185,0.7227918383473404,0.70311345998648411,0.68902326584293183,0.60488543613808587,0.69521400344215256,0.6396272207064021,0.63944709170726777,0.75837646404053971,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,4,0.96470302594566759,0.0076331323646281861,0.47771578441450951,0.72249469315849313,0.70200152537969196,0.68954566496438607,0.60532641221382455,0.69524555805407484,0.64104044729186727,0.63944709170726777,0.75838996180803664,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,5,0.96471156829176008,0.0058914271701677994,0.48259496270795638,0.72255129224208314,0.70311345998648411,0.68939640807254199,0.60400348398660841,0.69527711266599723,0.64144422631628584,0.63672798983477363,0.75849794394801062,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,6,0.96437841679415159,0.0062163270992051812,0.46541176958755642,0.72231074613682589,0.70311345998648411,0.68950835074142502,0.60532641221382455,0.69530866727791962,0.6412423368040765,0.63999091208176662,0.75840345957553335,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,7,0.9645834331003722,0.0044837866569940312,0.48577703550803047,0.72143346034118172,0.70422539459327638,0.68950835074142502,0.60356250791086963,0.69524555805407484,0.64104044729186727,0.63672798983477363,0.75845745064552039,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,8,0.96445529790898421,0.0073542868286031546,0.47326088249440579,0.72133441194489922,0.69977765616610754,0.68894863739700984,0.60510592417595521,0.6953402218898419,0.64104044729186727,0.64162237320526316,0.75840345957553335,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Berlin,9,0.96453217902381716,0.0072544399522316543,0.47814006078785271,0.72180135438451631,0.70311345998648411,0.68958297918734701,0.60466494810021643,0.69527711266599723,0.64003099973082078,0.63971900189451725,0.75841695734303005,0.44971084401991795,1.0,0.80248032292126914,0.64607638266897183,0.63946162382333327,0.0
Budapest,0,0.89071448565800071,0.042130312577973054,0.52651258625779507,0.7094104510861311,0.66078023213530201,0.56216455138340504,0.42627895601608595,0.73466730294166793,0.60774857851533381,0.62568910791561283,0.74432442519121789,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,1,0.89067054295018333,0.041402873139837031,0.52596876457279262,0.70952339399251518,0.65951778417153317,0.56221936303195486,0.43239538505642616,0.7353224454035403,0.60913392662350363,0.62568910791561283,0.74447943376766523,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,2,0.89096056482177843,0.043530097138292367,0.52778150352280107,0.70953594320433544,0.66191643530269406,0.56205492808630519,0.42763816246949488,0.73443607619041884,0.60537369604418545,0.62590851641038681,0.74425799294416906,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,3,0.89137362627526229,0.046161895584314883,0.53068188584281439,0.70942300029795169,0.65825533620776433,0.56194530478920535,0.42960901182693784,0.73493706748479193,0.60616532353456831,0.62634733339993476,0.74465658642646237,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,4,0.89125937523493681,0.04555951686031829,0.52880872226113906,0.70949829556887423,0.66002276335704069,0.56254823292325429,0.43409439312318737,0.73520683202791581,0.60735276477014244,0.62568910791561283,0.74432442519121789,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,5,0.89122422106868304,0.045432594471406948,0.52663343552112896,0.70957359083979687,0.6604014977461713,0.56221936303195486,0.43334682957381249,0.73416631164729496,0.61032136785907787,0.62568910791561283,0.74425799294416906,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,6,0.89096056482177843,0.042887522851657811,0.52820447594446973,0.70939790187431073,0.66141145611718644,0.56221936303195486,0.43375459150983509,0.73405069827167035,0.60755067164273813,0.62525029092606488,0.74430228110886831,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,7,0.89087267940614334,0.044880752275643081,0.52651258625779507,0.70939790187431073,0.65977027376428699,0.56216455138340504,0.43117209924835814,0.73327994243417338,0.60755067164273813,0.62525029092606488,0.74476730683821035,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,8,0.89098693044646893,0.044485342582439663,0.52596876457279262,0.7095986892634375,0.65888656018964875,0.56189049314065542,0.43022065473097187,0.73482145410916733,0.60755067164273813,0.62481147393651704,0.74447943376766523,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Budapest,9,0.89068812003331033,0.041532593867596224,0.52596876457279262,0.70925986054428602,0.65964402896790997,0.56205492808630519,0.43096821828034682,0.73447461398229363,0.60893601975090794,0.62481147393651704,0.74416941661477043,0.41971051474647331,0.6998912105638293,0.89280170546180826,0.5456188418180119,0.62274802933697859,0.0
Madrid,0,0.90882920766549102,0.047882856415445908,0.71301964542729457,0.76334201635298637,0.70360806429674927,0.78022281334384946,0.75617835724305615,0.79884961255101994,0.71787156173671796,0.77294131351222395,0.72568751302512247,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,1,0.90868251290710855,0.047528162723360384,0.71380581169557145,0.76432867858379605,0.70373109955440938,0.77505158542252828,0.75579269426727969,0.79807718052331889,0.71603847678639543,0.76951401258410657,0.72581849145277244,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,2,0.9086662134895106,0.04736080791493371,0.71310864538219387,0.76297554181011462,0.70631483996527211,0.77763719938318876,0.75587533633351744,0.79816805487951903,0.71653840904557431,0.77079925043215047,0.72555653459747249,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,3,0.90873141115990275,0.047805968946855855,0.71319764533709318,0.76293325628593678,0.70643787522293222,0.77763719938318876,0.75559986277939151,0.79953117022252085,0.71703834130475319,0.77122766304816515,0.72573117250100572,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,4,0.90864176436311361,0.046319733524468429,0.71297514544984508,0.76468105795194219,0.70471538161569047,0.77660295379892463,0.7558477889781049,0.79762280874231817,0.71770491765032507,0.77165607566417982,0.72568751302512247,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,5,0.90886180650068704,0.048924460493405618,0.71322731198872624,0.76342658740134162,0.70311592326610872,0.77453446263039616,0.75593043104434277,0.79857698948241951,0.71820484990950395,0.77165607566417982,0.72529457774217254,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,6,0.90864176436311361,0.046400091319939364,0.71233731243973353,0.76318696943100228,0.70237771172014796,0.77401733983826404,0.75604062046599319,0.79889504972911995,0.71653840904557431,0.7703708378161358,0.72555653459747249,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,7,0.90879660883029489,0.047855180159904774,0.7124559790462659,0.76455420137940977,0.70262378223546818,0.77815432217532099,0.75593043104434277,0.7983498035919192,0.71670505313196731,0.76994242520012113,0.72546921564570577,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,8,0.90906554922066207,0.051443914133902438,0.71220381250738463,0.76369439572113285,0.70250074697780807,0.77453446263039616,0.75604062046599319,0.7992131099758204,0.71770491765032507,0.7703708378161358,0.72560019407335574,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Madrid,9,0.9086906626159077,0.04722062300432988,0.71229281246228382,0.76276411418922663,0.7039771700697296,0.77505158542252828,0.75631609402011923,0.7976682459204183,0.71653840904557431,0.77122766304816515,0.72573117250100572,0.48435735435853844,0.0,0.90636319722731806,0.670642644296781,0.53234360391356483,0.0
Rome,0,0.91036093046977751,0.014923917484124158,0.63437594051935786,0.76196253016599447,0.69546101069984334,0.5883073943635545,0.63057429806405318,0.69458254429382416,0.61524554512602814,0.64918513091487717,0.70460362541048949,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,1,0.91051832348483885,0.017928064002777366,0.63627843089508507,0.76157305936900299,0.69561682496911947,0.58457039643039466,0.63078679487275935,0.69469549453631896,0.61224816622828471,0.64253811234273805,0.70458588814769441,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,2,0.9104283846190897,0.015253992855365831,0.63437594051935786,0.76169698189531854,0.69452612508418654,0.57522790159749504,0.63065929678753552,0.69441311893008173,0.61715296806095576,0.64844657329575062,0.70483420982682565,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,3,0.91027848650950727,0.015481512069177023,0.63475643859450326,0.76160846580509312,0.69507147502665301,0.58457039643039466,0.63070179614927702,0.69452606917257664,0.61306563320039653,0.63736820900885194,0.70407150752663683,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,4,0.91031596103690282,0.01517734658623149,0.63167786325923581,0.76182090442163397,0.69394182157440121,0.59204439229671435,0.63059554774492377,0.69435664380883433,0.61415558916321233,0.64844657329575062,0.70368128774514471,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,5,0.91022602217115345,0.0148404323635108,0.63441053125346192,0.76203334303817472,0.69620112847890481,0.5808333984972347,0.63070179614927702,0.6941872184450919,0.61633550108884383,0.64549234281924428,0.70376997405912001,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,6,0.91058577763415083,0.017416710844910567,0.63811173980260383,0.7616615754592283,0.69670752485405218,0.59017589333013443,0.63053179870231191,0.69475196965756636,0.6100682543026531,0.64327666996186461,0.70488742161521123,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,7,0.91031596103690282,0.01675540584284323,0.63326903702802573,0.76160846580509312,0.69382496087244416,0.57896489953065489,0.63057429806405318,0.6940742682025971,0.61551803411673212,0.63884532424710505,0.70444399004533353,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,8,0.91048834386292243,0.016879131317822805,0.63503316446733626,0.76178549798554374,0.69635694274818094,0.57709640056407485,0.63053179870231191,0.69435664380883433,0.61170318824687686,0.64623090043837095,0.70428435468017792,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
Rome,9,0.91035343556429837,0.01626019651183528,0.6331998555598175,0.76167927867727336,0.69339647163193474,0.57460506860863503,0.63080804455362993,0.69424369356633941,0.61252065521898857,0.64918513091487717,0.70424888015458753,0.66176489321654119,0.39464603901111484,0.8651929175435995,0.62669832475926657,0.70588825163762214,0.99442533646613152
